,File name,Net string,Traces
10,BPI_Challenge_2012.095a9248-4c32-4aca-b60b-2481ece88852.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'O_SELECTED'), (n5, 'O_CANCELLED'), (n6, 'O_SENT'), (n7, 'O_CREATED') ]
arcs: [ (n5, 'O_CANCELLED')->n3, (n6, 'O_SENT')->n1, (n7, 'O_CREATED')->n2, n1->(n4, 'O_SELECTED'), n2->(n6, 'O_SENT'), n3->(n6, 'O_SENT') ], [], [])","[['O_CREATED', 'O_CANCELLED', 'O_SENT', 'O_SELECTED'], ['O_CANCELLED', 'O_CREATED', 'O_SENT', 'O_SELECTED']]"
11,BPI_Challenge_2012.8dd76103-bafb-44e6-9846-82efd111ccf7.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'O_SELECTED'), (n5, 'O_CANCELLED'), (n6, 'O_SENT'), (n7, 'O_CREATED') ]
arcs: [ (n6, 'O_SENT')->n2, (n7, 'O_CREATED')->n1, (n7, 'O_CREATED')->n3, n1->(n5, 'O_CANCELLED'), n2->(n4, 'O_SELECTED'), n3->(n6, 'O_SENT') ], [], [])","[['O_CREATED', 'O_SENT', 'O_SELECTED', 'O_CANCELLED'], ['O_CREATED', 'O_SENT', 'O_CANCELLED', 'O_SELECTED'], ['O_CREATED', 'O_CANCELLED', 'O_SENT', 'O_SELECTED']]"
12,BPI_Challenge_2012.76c87124-025d-4aa6-9154-b84d86f9ec0a.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'A_CANCELLED'), (n5, 'O_SENT'), (n6, 'W_Nabellen incomplete dossiers'), (n7, 'O_CREATED') ]
arcs: [ (n5, 'O_SENT')->n1, (n7, 'O_CREATED')->n2, (n7, 'O_CREATED')->n3, n1->(n4, 'A_CANCELLED'), n2->(n5, 'O_SENT'), n3->(n6, 'W_Nabellen incomplete dossiers') ], [], [])","[['O_CREATED', 'O_SENT', 'A_CANCELLED', 'W_Nabellen incomplete dossiers'], ['O_CREATED', 'W_Nabellen incomplete dossiers', 'O_SENT', 'A_CANCELLED'], ['O_CREATED', 'O_SENT', 'W_Nabellen incomplete dossiers', 'A_CANCELLED']]"
13,BPI_Challenge_2012.3776bb87-0ceb-44cc-b8aa-1ea5a48ad231.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'O_CANCELLED'), (n5, 'O_SENT'), (n6, 'O_CREATED'), (n7, 'W_Wijzigen contractgegevens') ]
arcs: [ (n4, 'O_CANCELLED')->n3, (n6, 'O_CREATED')->n2, (n7, 'W_Wijzigen contractgegevens')->n1, n1->(n4, 'O_CANCELLED'), n2->(n5, 'O_SENT'), n3->(n5, 'O_SENT') ], [], [])","[['W_Wijzigen contractgegevens', 'O_CANCELLED', 'O_CREATED', 'O_SENT'], ['O_CREATED', 'W_Wijzigen contractgegevens', 'O_CANCELLED', 'O_SENT'], ['W_Wijzigen contractgegevens', 'O_CREATED', 'O_CANCELLED', 'O_SENT']]"
14,BPI_Challenge_2012.f58b8813-8f72-48b2-a3b5-fb768238d7b4.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'O_SELECTED'), (n5, 'O_ACCEPTED'), (n6, 'O_SENT'), (n7, 'W_Nabellen incomplete dossiers') ]
arcs: [ (n4, 'O_SELECTED')->n1, (n4, 'O_SELECTED')->n2, (n6, 'O_SENT')->n3, n1->(n7, 'W_Nabellen incomplete dossiers'), n2->(n6, 'O_SENT'), n3->(n5, 'O_ACCEPTED') ], [], [])","[['O_SELECTED', 'W_Nabellen incomplete dossiers', 'O_SENT', 'O_ACCEPTED'], ['O_SELECTED', 'O_SENT', 'W_Nabellen incomplete dossiers', 'O_ACCEPTED'], ['O_SELECTED', 'O_SENT', 'O_ACCEPTED', 'W_Nabellen incomplete dossiers']]"
15,BPI_Challenge_2012.bd28b87c-883f-46e7-980e-e7d3c881e7af.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'O_SENT_BACK'), (n5, 'A_APPROVED'), (n6, 'O_ACCEPTED'), (n7, 'W_Nabellen offertes') ]
arcs: [ (n4, 'O_SENT_BACK')->n1, (n4, 'O_SENT_BACK')->n2, (n7, 'W_Nabellen offertes')->n3, n1->(n6, 'O_ACCEPTED'), n2->(n7, 'W_Nabellen offertes'), n3->(n5, 'A_APPROVED') ], [], [])","[['O_SENT_BACK', 'O_ACCEPTED', 'W_Nabellen offertes', 'A_APPROVED'], ['O_SENT_BACK', 'W_Nabellen offertes', 'O_ACCEPTED', 'A_APPROVED'], ['O_SENT_BACK', 'W_Nabellen offertes', 'A_APPROVED', 'O_ACCEPTED']]"
16,BPI_Challenge_2012.612a8436-d4af-4f20-b99f-9a0d232df47e.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'O_SELECTED'), (n5, 'O_CANCELLED'), (n6, 'O_SENT'), (n7, 'O_CREATED') ]
arcs: [ (n4, 'O_SELECTED')->n3, (n6, 'O_SENT')->n2, (n7, 'O_CREATED')->n1, n1->(n5, 'O_CANCELLED'), n2->(n5, 'O_CANCELLED'), n3->(n6, 'O_SENT') ], [], [])","[['O_CREATED', 'O_SELECTED', 'O_SENT', 'O_CANCELLED'], ['O_SELECTED', 'O_SENT', 'O_CREATED', 'O_CANCELLED'], ['O_SELECTED', 'O_CREATED', 'O_SENT', 'O_CANCELLED']]"
17,BPI_Challenge_2012.c9f44678-e401-4446-8ca8-6143ed0b57e8.pnml,"(places: [ n1, n2, n3, n4 ]
transitions: [ (n5, 'W_Valideren aanvraag'), (n6, 'A_APPROVED'), (n7, 'A_ACTIVATED'), (n8, 'W_Nabellen incomplete dossiers'), (n9, 'O_CREATED') ]
arcs: [ (n5, 'W_Valideren aanvraag')->n1, (n8, 'W_Nabellen incomplete dossiers')->n2, (n9, 'O_CREATED')->n3, (n9, 'O_CREATED')->n4, n1->(n6, 'A_APPROVED'), n2->(n7, 'A_ACTIVATED'), n3->(n5, 'W_Valideren aanvraag'), n4->(n8, 'W_Nabellen incomplete dossiers') ], [], [])","[['O_CREATED', 'W_Nabellen incomplete dossiers', 'A_ACTIVATED', 'W_Valideren aanvraag', 'A_APPROVED'], ['O_CREATED', 'W_Valideren aanvraag', 'W_Nabellen incomplete dossiers', 'A_ACTIVATED', 'A_APPROVED'], ['O_CREATED', 'W_Valideren aanvraag', 'A_APPROVED', 'W_Nabellen incomplete dossiers', 'A_ACTIVATED'], ['O_CREATED', 'W_Nabellen incomplete dossiers', 'W_Valideren aanvraag', 'A_ACTIVATED', 'A_APPROVED'], ['O_CREATED', 'W_Nabellen incomplete dossiers', 'W_Valideren aanvraag', 'A_APPROVED', 'A_ACTIVATED'], ['O_CREATED', 'W_Valideren aanvraag', 'W_Nabellen incomplete dossiers', 'A_APPROVED', 'A_ACTIVATED']]"
18,BPI_Challenge_2012.98d91d50-ff6d-4854-a6d6-332f1f05555d.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'O_SELECTED'), (n5, 'O_CANCELLED'), (n6, 'O_SENT'), (n7, 'W_Wijzigen contractgegevens') ]
arcs: [ (n4, 'O_SELECTED')->n3, (n7, 'W_Wijzigen contractgegevens')->n1, (n7, 'W_Wijzigen contractgegevens')->n2, n1->(n4, 'O_SELECTED'), n2->(n5, 'O_CANCELLED'), n3->(n6, 'O_SENT') ], [], [])","[['W_Wijzigen contractgegevens', 'O_SELECTED', 'O_CANCELLED', 'O_SENT'], ['W_Wijzigen contractgegevens', 'O_SELECTED', 'O_SENT', 'O_CANCELLED'], ['W_Wijzigen contractgegevens', 'O_CANCELLED', 'O_SELECTED', 'O_SENT']]"
19,BPI_Challenge_2012.512eca77-bc93-41c9-8f0f-416bba7f4bb5.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'A_CANCELLED'), (n5, 'O_CANCELLED'), (n6, 'O_SENT'), (n7, 'O_CREATED') ]
arcs: [ (n6, 'O_SENT')->n2, (n7, 'O_CREATED')->n1, (n7, 'O_CREATED')->n3, n1->(n5, 'O_CANCELLED'), n2->(n4, 'A_CANCELLED'), n3->(n6, 'O_SENT') ], [], [])","[['O_CREATED', 'O_SENT', 'A_CANCELLED', 'O_CANCELLED'], ['O_CREATED', 'O_CANCELLED', 'O_SENT', 'A_CANCELLED'], ['O_CREATED', 'O_SENT', 'O_CANCELLED', 'A_CANCELLED']]"
20,BPI_Challenge_2012.c6ff70a1-7215-4587-9879-bcddb5808011.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'O_SELECTED'), (n5, 'O_ACCEPTED'), (n6, 'O_SENT'), (n7, 'O_CREATED') ]
arcs: [ (n4, 'O_SELECTED')->n2, (n6, 'O_SENT')->n3, (n7, 'O_CREATED')->n1, n1->(n6, 'O_SENT'), n2->(n6, 'O_SENT'), n3->(n5, 'O_ACCEPTED') ], [], [])","[['O_SELECTED', 'O_CREATED', 'O_SENT', 'O_ACCEPTED'], ['O_CREATED', 'O_SELECTED', 'O_SENT', 'O_ACCEPTED']]"
21,BPI_Challenge_2012.eb904056-a521-40b2-b062-3a1631ce37d1.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'O_ACCEPTED'), (n5, 'O_SENT'), (n6, 'A_ACTIVATED'), (n7, 'O_CREATED') ]
arcs: [ (n5, 'O_SENT')->n3, (n7, 'O_CREATED')->n1, (n7, 'O_CREATED')->n2, n1->(n6, 'A_ACTIVATED'), n2->(n5, 'O_SENT'), n3->(n4, 'O_ACCEPTED') ], [], [])","[['O_CREATED', 'A_ACTIVATED', 'O_SENT', 'O_ACCEPTED'], ['O_CREATED', 'O_SENT', 'A_ACTIVATED', 'O_ACCEPTED'], ['O_CREATED', 'O_SENT', 'O_ACCEPTED', 'A_ACTIVATED']]"
22,BPI_Challenge_2012.43c8aa74-a6f7-4ac1-9538-a5986ec9f4aa.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'O_SELECTED'), (n5, 'O_SENT'), (n6, 'A_FINALIZED'), (n7, 'A_ACCEPTED') ]
arcs: [ (n4, 'O_SELECTED')->n2, (n7, 'A_ACCEPTED')->n1, (n7, 'A_ACCEPTED')->n3, n1->(n6, 'A_FINALIZED'), n2->(n5, 'O_SENT'), n3->(n4, 'O_SELECTED') ], [], [])","[['A_ACCEPTED', 'O_SELECTED', 'O_SENT', 'A_FINALIZED'], ['A_ACCEPTED', 'A_FINALIZED', 'O_SELECTED', 'O_SENT'], ['A_ACCEPTED', 'O_SELECTED', 'A_FINALIZED', 'O_SENT']]"
23,BPI_Challenge_2012.a2859b40-7f76-4c87-a156-f2efe35b6bf5.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'O_SENT_BACK'), (n5, 'A_APPROVED'), (n6, 'A_REGISTERED'), (n7, 'W_Nabellen offertes') ]
arcs: [ (n4, 'O_SENT_BACK')->n1, (n4, 'O_SENT_BACK')->n2, (n7, 'W_Nabellen offertes')->n3, n1->(n7, 'W_Nabellen offertes'), n2->(n6, 'A_REGISTERED'), n3->(n5, 'A_APPROVED') ], [], [])","[['O_SENT_BACK', 'W_Nabellen offertes', 'A_APPROVED', 'A_REGISTERED'], ['O_SENT_BACK', 'W_Nabellen offertes', 'A_REGISTERED', 'A_APPROVED'], ['O_SENT_BACK', 'A_REGISTERED', 'W_Nabellen offertes', 'A_APPROVED']]"
24,BPI_Challenge_2012.5172eb7f-11cb-4f53-9de6-ba496d6ea5bc.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'O_SELECTED'), (n5, 'O_SENT'), (n6, 'W_Nabellen incomplete dossiers'), (n7, 'O_CREATED') ]
arcs: [ (n4, 'O_SELECTED')->n2, (n6, 'W_Nabellen incomplete dossiers')->n3, (n7, 'O_CREATED')->n1, n1->(n5, 'O_SENT'), n2->(n5, 'O_SENT'), n3->(n7, 'O_CREATED') ], [], [])","[['W_Nabellen incomplete dossiers', 'O_SELECTED', 'O_CREATED', 'O_SENT'], ['O_SELECTED', 'W_Nabellen incomplete dossiers', 'O_CREATED', 'O_SENT'], ['W_Nabellen incomplete dossiers', 'O_CREATED', 'O_SELECTED', 'O_SENT']]"
25,BPI_Challenge_2012.59c5682d-b8f2-4923-b110-cfeb99da5e09.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'W_Valideren aanvraag'), (n5, 'O_SENT'), (n6, 'A_REGISTERED'), (n7, 'O_CREATED') ]
arcs: [ (n5, 'O_SENT')->n1, (n7, 'O_CREATED')->n2, (n7, 'O_CREATED')->n3, n1->(n6, 'A_REGISTERED'), n2->(n5, 'O_SENT'), n3->(n4, 'W_Valideren aanvraag') ], [], [])","[['O_CREATED', 'O_SENT', 'W_Valideren aanvraag', 'A_REGISTERED'], ['O_CREATED', 'W_Valideren aanvraag', 'O_SENT', 'A_REGISTERED'], ['O_CREATED', 'O_SENT', 'A_REGISTERED', 'W_Valideren aanvraag']]"
26,BPI_Challenge_2012.94b5033c-8ea2-4093-8061-8a128c05c252.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'O_SELECTED'), (n5, 'W_Valideren aanvraag'), (n6, 'O_SENT'), (n7, 'O_CREATED') ]
arcs: [ (n6, 'O_SENT')->n1, (n7, 'O_CREATED')->n2, (n7, 'O_CREATED')->n3, n1->(n4, 'O_SELECTED'), n2->(n6, 'O_SENT'), n3->(n5, 'W_Valideren aanvraag') ], [], [])","[['O_CREATED', 'O_SENT', 'W_Valideren aanvraag', 'O_SELECTED'], ['O_CREATED', 'W_Valideren aanvraag', 'O_SENT', 'O_SELECTED'], ['O_CREATED', 'O_SENT', 'O_SELECTED', 'W_Valideren aanvraag']]"
27,BPI_Challenge_2012.420e6f2f-c72a-45ed-847b-2fae6303034e.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'O_SENT_BACK'), (n5, 'A_ACTIVATED'), (n6, 'W_Nabellen incomplete dossiers'), (n7, 'A_REGISTERED') ]
arcs: [ (n4, 'O_SENT_BACK')->n1, (n4, 'O_SENT_BACK')->n3, (n6, 'W_Nabellen incomplete dossiers')->n2, n1->(n6, 'W_Nabellen incomplete dossiers'), n2->(n5, 'A_ACTIVATED'), n3->(n7, 'A_REGISTERED') ], [], [])","[['O_SENT_BACK', 'A_REGISTERED', 'W_Nabellen incomplete dossiers', 'A_ACTIVATED'], ['O_SENT_BACK', 'W_Nabellen incomplete dossiers', 'A_ACTIVATED', 'A_REGISTERED'], ['O_SENT_BACK', 'W_Nabellen incomplete dossiers', 'A_REGISTERED', 'A_ACTIVATED']]"
28,BPI_Challenge_2012.f75500b7-06db-4fb0-8cce-afb9189d5402.pnml,"(places: [ n1, n2, n3, n4 ]
transitions: [ (n5, 'O_ACCEPTED'), (n6, 'O_SENT'), (n7, 'A_ACTIVATED'), (n8, 'W_Nabellen incomplete dossiers'), (n9, 'O_CREATED') ]
arcs: [ (n6, 'O_SENT')->n3, (n8, 'W_Nabellen incomplete dossiers')->n1, (n9, 'O_CREATED')->n2, (n9, 'O_CREATED')->n4, n1->(n7, 'A_ACTIVATED'), n2->(n6, 'O_SENT'), n3->(n5, 'O_ACCEPTED'), n4->(n8, 'W_Nabellen incomplete dossiers') ], [], [])","[['O_CREATED', 'O_SENT', 'O_ACCEPTED', 'W_Nabellen incomplete dossiers', 'A_ACTIVATED'], ['O_CREATED', 'W_Nabellen incomplete dossiers', 'O_SENT', 'A_ACTIVATED', 'O_ACCEPTED'], ['O_CREATED', 'O_SENT', 'W_Nabellen incomplete dossiers', 'A_ACTIVATED', 'O_ACCEPTED'], ['O_CREATED', 'W_Nabellen incomplete dossiers', 'O_SENT', 'O_ACCEPTED', 'A_ACTIVATED'], ['O_CREATED', 'W_Nabellen incomplete dossiers', 'A_ACTIVATED', 'O_SENT', 'O_ACCEPTED'], ['O_CREATED', 'O_SENT', 'W_Nabellen incomplete dossiers', 'O_ACCEPTED', 'A_ACTIVATED']]"
29,BPI_Challenge_2012.c8a738c7-a15e-475c-83db-e5f782ce8d0e.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'O_SELECTED'), (n5, 'O_CANCELLED'), (n6, 'O_SENT'), (n7, 'W_Nabellen incomplete dossiers') ]
arcs: [ (n4, 'O_SELECTED')->n1, (n4, 'O_SELECTED')->n3, (n6, 'O_SENT')->n2, n1->(n7, 'W_Nabellen incomplete dossiers'), n2->(n5, 'O_CANCELLED'), n3->(n6, 'O_SENT') ], [], [])","[['O_SELECTED', 'O_SENT', 'W_Nabellen incomplete dossiers', 'O_CANCELLED'], ['O_SELECTED', 'W_Nabellen incomplete dossiers', 'O_SENT', 'O_CANCELLED'], ['O_SELECTED', 'O_SENT', 'O_CANCELLED', 'W_Nabellen incomplete dossiers']]"
30,BPI_Challenge_2012.9c259212-6496-4770-9fd6-15d75a764d96.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'A_APPROVED'), (n5, 'A_ACTIVATED'), (n6, 'W_Nabellen incomplete dossiers'), (n7, 'O_CREATED') ]
arcs: [ (n6, 'W_Nabellen incomplete dossiers')->n2, (n7, 'O_CREATED')->n1, (n7, 'O_CREATED')->n3, n1->(n4, 'A_APPROVED'), n2->(n5, 'A_ACTIVATED'), n3->(n6, 'W_Nabellen incomplete dossiers') ], [], [])","[['O_CREATED', 'A_APPROVED', 'W_Nabellen incomplete dossiers', 'A_ACTIVATED'], ['O_CREATED', 'W_Nabellen incomplete dossiers', 'A_APPROVED', 'A_ACTIVATED'], ['O_CREATED', 'W_Nabellen incomplete dossiers', 'A_ACTIVATED', 'A_APPROVED']]"
31,BPI_Challenge_2012.a169bda7-f582-4589-919f-927bc53322df.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'O_SELECTED'), (n5, 'O_SENT'), (n6, 'A_REGISTERED'), (n7, 'O_CREATED') ]
arcs: [ (n4, 'O_SELECTED')->n3, (n5, 'O_SENT')->n1, (n7, 'O_CREATED')->n2, n1->(n6, 'A_REGISTERED'), n2->(n5, 'O_SENT'), n3->(n5, 'O_SENT') ], [], [])","[['O_CREATED', 'O_SELECTED', 'O_SENT', 'A_REGISTERED'], ['O_SELECTED', 'O_CREATED', 'O_SENT', 'A_REGISTERED']]"
32,BPI_Challenge_2012.de927382-50d5-4217-b33e-9b1c084d5c44.pnml,"(places: [ n1, n2, n3, n4 ]
transitions: [ (n5, 'W_Valideren aanvraag'), (n6, 'A_APPROVED'), (n7, 'O_SENT'), (n8, 'A_REGISTERED'), (n9, 'O_CREATED') ]
arcs: [ (n5, 'W_Valideren aanvraag')->n2, (n7, 'O_SENT')->n1, (n9, 'O_CREATED')->n3, (n9, 'O_CREATED')->n4, n1->(n8, 'A_REGISTERED'), n2->(n6, 'A_APPROVED'), n3->(n7, 'O_SENT'), n4->(n5, 'W_Valideren aanvraag') ], [], [])","[['O_CREATED', 'W_Valideren aanvraag', 'A_APPROVED', 'O_SENT', 'A_REGISTERED'], ['O_CREATED', 'W_Valideren aanvraag', 'O_SENT', 'A_REGISTERED', 'A_APPROVED'], ['O_CREATED', 'O_SENT', 'W_Valideren aanvraag', 'A_REGISTERED', 'A_APPROVED'], ['O_CREATED', 'O_SENT', 'A_REGISTERED', 'W_Valideren aanvraag', 'A_APPROVED'], ['O_CREATED', 'W_Valideren aanvraag', 'O_SENT', 'A_APPROVED', 'A_REGISTERED'], ['O_CREATED', 'O_SENT', 'W_Valideren aanvraag', 'A_APPROVED', 'A_REGISTERED']]"
