,File name,Net string,Traces
10,BPI Challenge 2017 - Offer log.07afcb20-1582-4ca8-9a3a-289ce89ca0d7.pnml,"(places: [ n1, n2, n3, n4 ]
transitions: [ (n5, 'O_Sent (mail and online)'), (n6, 'O_Create Offer'), (n7, 'O_Created'), (n8, 'O_Cancelled') ]
arcs: [ (n5, 'O_Sent (mail and online)')->n2, (n6, 'O_Create Offer')->n3, (n6, 'O_Create Offer')->n4, (n7, 'O_Created')->n1, n1->(n5, 'O_Sent (mail and online)'), n2->(n8, 'O_Cancelled'), n3->(n7, 'O_Created'), n4->(n5, 'O_Sent (mail and online)') ], [], [])","[['O_Create Offer', 'O_Created', 'O_Sent (mail and online)', 'O_Cancelled']]"
11,BPI Challenge 2017 - Offer log.9992bfe5-1135-4196-a75a-6de46a7d45fe.pnml,"(places: [ n1, n2, n3, n4 ]
transitions: [ (n5, 'O_Returned'), (n6, 'O_Sent (mail and online)'), (n7, 'O_Refused'), (n8, 'O_Created') ]
arcs: [ (n5, 'O_Returned')->n3, (n6, 'O_Sent (mail and online)')->n2, (n6, 'O_Sent (mail and online)')->n4, (n8, 'O_Created')->n1, n1->(n6, 'O_Sent (mail and online)'), n2->(n5, 'O_Returned'), n3->(n7, 'O_Refused'), n4->(n7, 'O_Refused') ], [], [])","[['O_Created', 'O_Sent (mail and online)', 'O_Returned', 'O_Refused']]"
12,BPI Challenge 2017 - Offer log.2a32666f-161d-4f89-9acf-ed8c69bc5053.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'O_Returned'), (n5, 'O_Sent (mail and online)'), (n6, 'O_Create Offer'), (n7, 'O_Created') ]
arcs: [ (n5, 'O_Sent (mail and online)')->n2, (n6, 'O_Create Offer')->n3, (n7, 'O_Created')->n1, n1->(n4, 'O_Returned'), n2->(n4, 'O_Returned'), n3->(n7, 'O_Created') ], [], [])","[['O_Create Offer', 'O_Created', 'O_Sent (mail and online)', 'O_Returned'], ['O_Sent (mail and online)', 'O_Create Offer', 'O_Created', 'O_Returned'], ['O_Create Offer', 'O_Sent (mail and online)', 'O_Created', 'O_Returned']]"
13,BPI Challenge 2017 - Offer log.0b1a9ad9-8acb-4889-9b32-787208517e3c.pnml,"(places: [ n1, n2, n3, n4 ]
transitions: [ (n5, 'O_Returned'), (n6, 'O_Sent (mail and online)'), (n7, 'O_Create Offer'), (n8, 'O_Created') ]
arcs: [ (n6, 'O_Sent (mail and online)')->n2, (n7, 'O_Create Offer')->n3, (n7, 'O_Create Offer')->n4, (n8, 'O_Created')->n1, n1->(n5, 'O_Returned'), n2->(n5, 'O_Returned'), n3->(n8, 'O_Created'), n4->(n6, 'O_Sent (mail and online)') ], [], [])","[['O_Create Offer', 'O_Sent (mail and online)', 'O_Created', 'O_Returned'], ['O_Create Offer', 'O_Created', 'O_Sent (mail and online)', 'O_Returned']]"
14,BPI Challenge 2017 - Offer log.b35e9696-8bad-41ab-9422-abcabf67e2b0.pnml,"(places: [ n1, n2, n3, n4 ]
transitions: [ (n5, 'O_Returned'), (n6, 'O_Sent (mail and online)'), (n7, 'O_Create Offer'), (n8, 'O_Created'), (n9, 'O_Accepted') ]
arcs: [ (n6, 'O_Sent (mail and online)')->n2, (n6, 'O_Sent (mail and online)')->n3, (n7, 'O_Create Offer')->n4, (n8, 'O_Created')->n1, n1->(n6, 'O_Sent (mail and online)'), n2->(n5, 'O_Returned'), n3->(n9, 'O_Accepted'), n4->(n6, 'O_Sent (mail and online)') ], [], [])","[['O_Create Offer', 'O_Created', 'O_Sent (mail and online)', 'O_Returned', 'O_Accepted'], ['O_Create Offer', 'O_Created', 'O_Sent (mail and online)', 'O_Accepted', 'O_Returned'], ['O_Created', 'O_Create Offer', 'O_Sent (mail and online)', 'O_Returned', 'O_Accepted'], ['O_Created', 'O_Create Offer', 'O_Sent (mail and online)', 'O_Accepted', 'O_Returned']]"
15,BPI Challenge 2017 - Offer log.65292ed1-0c4f-4d71-b813-fbf2283d2bab.pnml,"(places: [ n1, n2, n3, n4 ]
transitions: [ (n5, 'O_Returned'), (n6, 'O_Sent (mail and online)'), (n7, 'O_Create Offer'), (n8, 'O_Created'), (n9, 'O_Accepted') ]
arcs: [ (n5, 'O_Returned')->n4, (n6, 'O_Sent (mail and online)')->n2, (n7, 'O_Create Offer')->n3, (n8, 'O_Created')->n1, n1->(n6, 'O_Sent (mail and online)'), n2->(n5, 'O_Returned'), n3->(n5, 'O_Returned'), n4->(n9, 'O_Accepted') ], [], [])","[['O_Created', 'O_Sent (mail and online)', 'O_Create Offer', 'O_Returned', 'O_Accepted'], ['O_Created', 'O_Create Offer', 'O_Sent (mail and online)', 'O_Returned', 'O_Accepted'], ['O_Create Offer', 'O_Created', 'O_Sent (mail and online)', 'O_Returned', 'O_Accepted']]"
16,BPI Challenge 2017 - Offer log.97f70610-f9e3-4067-afca-28150897dd8f.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'O_Sent (mail and online)'), (n5, 'O_Create Offer'), (n6, 'O_Refused'), (n7, 'O_Created') ]
arcs: [ (n4, 'O_Sent (mail and online)')->n2, (n5, 'O_Create Offer')->n1, (n5, 'O_Create Offer')->n3, n1->(n7, 'O_Created'), n2->(n6, 'O_Refused'), n3->(n4, 'O_Sent (mail and online)') ], [], [])","[['O_Create Offer', 'O_Sent (mail and online)', 'O_Refused', 'O_Created'], ['O_Create Offer', 'O_Created', 'O_Sent (mail and online)', 'O_Refused'], ['O_Create Offer', 'O_Sent (mail and online)', 'O_Created', 'O_Refused']]"
17,BPI Challenge 2017 - Offer log.16acfbd4-68da-4b50-bf2f-85b94f46415b.pnml,"(places: [ n1, n2, n3, n4 ]
transitions: [ (n5, 'O_Returned'), (n6, 'O_Sent (mail and online)'), (n7, 'O_Create Offer'), (n8, 'O_Created') ]
arcs: [ (n6, 'O_Sent (mail and online)')->n3, (n7, 'O_Create Offer')->n4, (n8, 'O_Created')->n1, (n8, 'O_Created')->n2, n1->(n5, 'O_Returned'), n2->(n6, 'O_Sent (mail and online)'), n3->(n5, 'O_Returned'), n4->(n8, 'O_Created') ], [], [])","[['O_Create Offer', 'O_Created', 'O_Sent (mail and online)', 'O_Returned']]"
18,BPI Challenge 2017 - Offer log.ca1155d4-121a-4a10-8966-c7dd6c491e2a.pnml,"(places: [ n1, n2, n3, n4, n5, n6 ]
transitions: [ (n10, 'O_Created'), (n11, 'O_Accepted'), (n7, 'O_Returned'), (n8, 'O_Sent (mail and online)'), (n9, 'O_Create Offer') ]
arcs: [ (n10, 'O_Created')->n1, (n7, 'O_Returned')->n5, (n8, 'O_Sent (mail and online)')->n2, (n8, 'O_Sent (mail and online)')->n3, (n9, 'O_Create Offer')->n4, (n9, 'O_Create Offer')->n6, n1->(n8, 'O_Sent (mail and online)'), n2->(n7, 'O_Returned'), n3->(n11, 'O_Accepted'), n4->(n10, 'O_Created'), n5->(n11, 'O_Accepted'), n6->(n8, 'O_Sent (mail and online)') ], [], [])","[['O_Create Offer', 'O_Created', 'O_Sent (mail and online)', 'O_Returned', 'O_Accepted']]"
19,BPI Challenge 2017 - Offer log.82a2f68e-58fc-48de-990e-2d21c57c232f.pnml,"(places: [ n1, n2, n3, n4 ]
transitions: [ (n5, 'O_Sent (mail and online)'), (n6, 'O_Create Offer'), (n7, 'O_Created'), (n8, 'O_Accepted') ]
arcs: [ (n5, 'O_Sent (mail and online)')->n2, (n6, 'O_Create Offer')->n3, (n6, 'O_Create Offer')->n4, (n7, 'O_Created')->n1, n1->(n5, 'O_Sent (mail and online)'), n2->(n8, 'O_Accepted'), n3->(n7, 'O_Created'), n4->(n5, 'O_Sent (mail and online)') ], [], [])","[['O_Create Offer', 'O_Created', 'O_Sent (mail and online)', 'O_Accepted']]"
20,BPI Challenge 2017 - Offer log.5bdfc748-e981-4477-be44-9b6b61b6adba.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'O_Returned'), (n5, 'O_Sent (mail and online)'), (n6, 'O_Refused'), (n7, 'O_Created') ]
arcs: [ (n4, 'O_Returned')->n3, (n5, 'O_Sent (mail and online)')->n2, (n7, 'O_Created')->n1, n1->(n4, 'O_Returned'), n2->(n4, 'O_Returned'), n3->(n6, 'O_Refused') ], [], [])","[['O_Sent (mail and online)', 'O_Created', 'O_Returned', 'O_Refused'], ['O_Created', 'O_Sent (mail and online)', 'O_Returned', 'O_Refused']]"
21,BPI Challenge 2017 - Offer log.1d7c2130-a805-4f1e-875d-7252bb0bede5.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'O_Sent (mail and online)'), (n5, 'O_Create Offer'), (n6, 'O_Created'), (n7, 'O_Accepted') ]
arcs: [ (n4, 'O_Sent (mail and online)')->n2, (n5, 'O_Create Offer')->n3, (n6, 'O_Created')->n1, n1->(n4, 'O_Sent (mail and online)'), n2->(n7, 'O_Accepted'), n3->(n6, 'O_Created') ], [], [])","[['O_Create Offer', 'O_Created', 'O_Sent (mail and online)', 'O_Accepted']]"
22,BPI Challenge 2017 - Offer log.b3708e22-0984-4b4a-b3ab-7d239a11d4f3.pnml,"(places: [ n1, n2, n3, n4 ]
transitions: [ (n5, 'O_Sent (mail and online)'), (n6, 'O_Create Offer'), (n7, 'O_Refused'), (n8, 'O_Created') ]
arcs: [ (n5, 'O_Sent (mail and online)')->n2, (n6, 'O_Create Offer')->n1, (n6, 'O_Create Offer')->n3, (n8, 'O_Created')->n4, n1->(n8, 'O_Created'), n2->(n7, 'O_Refused'), n3->(n5, 'O_Sent (mail and online)'), n4->(n7, 'O_Refused') ], [], [])","[['O_Create Offer', 'O_Sent (mail and online)', 'O_Created', 'O_Refused'], ['O_Create Offer', 'O_Created', 'O_Sent (mail and online)', 'O_Refused']]"
23,BPI Challenge 2017 - Offer log.0b91548d-6f40-4591-98f1-32c9af0f2ae7.pnml,"(places: [ n1, n2, n3, n4 ]
transitions: [ (n5, 'O_Returned'), (n6, 'O_Sent (mail and online)'), (n7, 'O_Create Offer'), (n8, 'O_Created'), (n9, 'O_Accepted') ]
arcs: [ (n5, 'O_Returned')->n3, (n6, 'O_Sent (mail and online)')->n2, (n7, 'O_Create Offer')->n4, (n8, 'O_Created')->n1, n1->(n6, 'O_Sent (mail and online)'), n2->(n5, 'O_Returned'), n3->(n9, 'O_Accepted'), n4->(n9, 'O_Accepted') ], [], [])","[['O_Create Offer', 'O_Created', 'O_Sent (mail and online)', 'O_Returned', 'O_Accepted'], ['O_Created', 'O_Create Offer', 'O_Sent (mail and online)', 'O_Returned', 'O_Accepted'], ['O_Created', 'O_Sent (mail and online)', 'O_Returned', 'O_Create Offer', 'O_Accepted'], ['O_Created', 'O_Sent (mail and online)', 'O_Create Offer', 'O_Returned', 'O_Accepted']]"
24,BPI Challenge 2017 - Offer log.dff3ede8-379b-4956-8eca-6eaf49d682bc.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'O_Sent (mail and online)'), (n5, 'O_Create Offer'), (n6, 'O_Refused'), (n7, 'O_Created') ]
arcs: [ (n4, 'O_Sent (mail and online)')->n2, (n5, 'O_Create Offer')->n1, (n7, 'O_Created')->n3, n1->(n7, 'O_Created'), n2->(n6, 'O_Refused'), n3->(n6, 'O_Refused') ], [], [])","[['O_Create Offer', 'O_Sent (mail and online)', 'O_Created', 'O_Refused'], ['O_Sent (mail and online)', 'O_Create Offer', 'O_Created', 'O_Refused'], ['O_Create Offer', 'O_Created', 'O_Sent (mail and online)', 'O_Refused']]"
25,BPI Challenge 2017 - Offer log.f4e5f351-cfe2-424a-9a97-6f61309923aa.pnml,"(places: [ n1, n2, n3, n4 ]
transitions: [ (n5, 'O_Returned'), (n6, 'O_Sent (mail and online)'), (n7, 'O_Create Offer'), (n8, 'O_Created'), (n9, 'O_Accepted') ]
arcs: [ (n5, 'O_Returned')->n4, (n6, 'O_Sent (mail and online)')->n2, (n7, 'O_Create Offer')->n3, (n8, 'O_Created')->n1, n1->(n6, 'O_Sent (mail and online)'), n2->(n9, 'O_Accepted'), n3->(n8, 'O_Created'), n4->(n9, 'O_Accepted') ], [], [])","[['O_Create Offer', 'O_Created', 'O_Sent (mail and online)', 'O_Returned', 'O_Accepted'], ['O_Returned', 'O_Create Offer', 'O_Created', 'O_Sent (mail and online)', 'O_Accepted'], ['O_Create Offer', 'O_Returned', 'O_Created', 'O_Sent (mail and online)', 'O_Accepted'], ['O_Create Offer', 'O_Created', 'O_Returned', 'O_Sent (mail and online)', 'O_Accepted']]"
26,BPI Challenge 2017 - Offer log.858aace1-0534-4208-a6d1-28207a9c112a.pnml,"(places: [ n1, n2, n3, n4 ]
transitions: [ (n5, 'O_Returned'), (n6, 'O_Sent (mail and online)'), (n7, 'O_Create Offer'), (n8, 'O_Accepted') ]
arcs: [ (n5, 'O_Returned')->n3, (n6, 'O_Sent (mail and online)')->n1, (n7, 'O_Create Offer')->n2, (n7, 'O_Create Offer')->n4, n1->(n5, 'O_Returned'), n2->(n5, 'O_Returned'), n3->(n8, 'O_Accepted'), n4->(n6, 'O_Sent (mail and online)') ], [], [])","[['O_Create Offer', 'O_Sent (mail and online)', 'O_Returned', 'O_Accepted']]"
27,BPI Challenge 2017 - Offer log.789fdeba-9ee8-4f09-ae11-e8c74015038a.pnml,"(places: [ n1, n2, n3, n4 ]
transitions: [ (n5, 'O_Returned'), (n6, 'O_Sent (mail and online)'), (n7, 'O_Create Offer'), (n8, 'O_Created'), (n9, 'O_Accepted') ]
arcs: [ (n6, 'O_Sent (mail and online)')->n2, (n6, 'O_Sent (mail and online)')->n3, (n7, 'O_Create Offer')->n4, (n8, 'O_Created')->n1, n1->(n6, 'O_Sent (mail and online)'), n2->(n5, 'O_Returned'), n3->(n9, 'O_Accepted'), n4->(n8, 'O_Created') ], [], [])","[['O_Create Offer', 'O_Created', 'O_Sent (mail and online)', 'O_Returned', 'O_Accepted'], ['O_Create Offer', 'O_Created', 'O_Sent (mail and online)', 'O_Accepted', 'O_Returned']]"
28,BPI Challenge 2017 - Offer log.3952976c-a537-4b37-bb1e-85776a1167ac.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'O_Returned'), (n5, 'O_Sent (mail and online)'), (n6, 'O_Create Offer'), (n7, 'O_Accepted') ]
arcs: [ (n4, 'O_Returned')->n2, (n5, 'O_Sent (mail and online)')->n1, (n6, 'O_Create Offer')->n3, n1->(n4, 'O_Returned'), n2->(n7, 'O_Accepted'), n3->(n5, 'O_Sent (mail and online)') ], [], [])","[['O_Create Offer', 'O_Sent (mail and online)', 'O_Returned', 'O_Accepted']]"
29,BPI Challenge 2017 - Offer log.ed4be4ce-4dd3-4a61-9483-3a6475d85e03.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'O_Returned'), (n5, 'O_Sent (mail and online)'), (n6, 'O_Create Offer'), (n7, 'O_Created') ]
arcs: [ (n5, 'O_Sent (mail and online)')->n2, (n6, 'O_Create Offer')->n3, (n7, 'O_Created')->n1, n1->(n5, 'O_Sent (mail and online)'), n2->(n4, 'O_Returned'), n3->(n4, 'O_Returned') ], [], [])","[['O_Create Offer', 'O_Created', 'O_Sent (mail and online)', 'O_Returned'], ['O_Created', 'O_Create Offer', 'O_Sent (mail and online)', 'O_Returned'], ['O_Created', 'O_Sent (mail and online)', 'O_Create Offer', 'O_Returned']]"
30,BPI Challenge 2017 - Offer log.130000a0-088b-485c-a355-682472a9d111.pnml,"(places: [ n1, n2, n3, n4, n5 ]
transitions: [ (n10, 'O_Accepted'), (n6, 'O_Returned'), (n7, 'O_Sent (mail and online)'), (n8, 'O_Create Offer'), (n9, 'O_Created') ]
arcs: [ (n6, 'O_Returned')->n5, (n7, 'O_Sent (mail and online)')->n3, (n8, 'O_Create Offer')->n4, (n9, 'O_Created')->n1, (n9, 'O_Created')->n2, n1->(n6, 'O_Returned'), n2->(n7, 'O_Sent (mail and online)'), n3->(n10, 'O_Accepted'), n4->(n9, 'O_Created'), n5->(n10, 'O_Accepted') ], [], [])","[['O_Create Offer', 'O_Created', 'O_Sent (mail and online)', 'O_Returned', 'O_Accepted'], ['O_Create Offer', 'O_Created', 'O_Returned', 'O_Sent (mail and online)', 'O_Accepted']]"
31,BPI Challenge 2017 - Offer log.e44ad802-e10b-41ff-bb54-33edabbf7f01.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'O_Returned'), (n5, 'O_Sent (mail and online)'), (n6, 'O_Created'), (n7, 'O_Accepted') ]
arcs: [ (n4, 'O_Returned')->n3, (n5, 'O_Sent (mail and online)')->n2, (n6, 'O_Created')->n1, n1->(n5, 'O_Sent (mail and online)'), n2->(n4, 'O_Returned'), n3->(n7, 'O_Accepted') ], [], [])","[['O_Created', 'O_Sent (mail and online)', 'O_Returned', 'O_Accepted']]"
32,BPI Challenge 2017 - Offer log.23576932-03a3-455d-9025-383bc0ff4053.pnml,"(places: [ n1, n2, n3, n4 ]
transitions: [ (n5, 'O_Returned'), (n6, 'O_Sent (mail and online)'), (n7, 'O_Create Offer'), (n8, 'O_Created'), (n9, 'O_Accepted') ]
arcs: [ (n5, 'O_Returned')->n3, (n7, 'O_Create Offer')->n2, (n7, 'O_Create Offer')->n4, (n8, 'O_Created')->n1, n1->(n5, 'O_Returned'), n2->(n8, 'O_Created'), n3->(n9, 'O_Accepted'), n4->(n6, 'O_Sent (mail and online)') ], [], [])","[['O_Create Offer', 'O_Sent (mail and online)', 'O_Created', 'O_Returned', 'O_Accepted'], ['O_Create Offer', 'O_Created', 'O_Sent (mail and online)', 'O_Returned', 'O_Accepted'], ['O_Create Offer', 'O_Created', 'O_Returned', 'O_Accepted', 'O_Sent (mail and online)'], ['O_Create Offer', 'O_Created', 'O_Returned', 'O_Sent (mail and online)', 'O_Accepted']]"
33,BPI Challenge 2017 - Offer log.517a874b-5453-4107-8a6f-304bf110b1a1.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'O_Returned'), (n5, 'O_Sent (mail and online)'), (n6, 'O_Create Offer'), (n7, 'O_Created') ]
arcs: [ (n5, 'O_Sent (mail and online)')->n2, (n6, 'O_Create Offer')->n3, (n7, 'O_Created')->n1, n1->(n5, 'O_Sent (mail and online)'), n2->(n4, 'O_Returned'), n3->(n5, 'O_Sent (mail and online)') ], [], [])","[['O_Created', 'O_Create Offer', 'O_Sent (mail and online)', 'O_Returned'], ['O_Create Offer', 'O_Created', 'O_Sent (mail and online)', 'O_Returned']]"
34,BPI Challenge 2017 - Offer log.80ad53b7-b0ea-4c91-8d6b-7b299574b381.pnml,"(places: [ n1, n2, n3, n4 ]
transitions: [ (n5, 'O_Returned'), (n6, 'O_Sent (mail and online)'), (n7, 'O_Create Offer'), (n8, 'O_Created'), (n9, 'O_Accepted') ]
arcs: [ (n6, 'O_Sent (mail and online)')->n3, (n7, 'O_Create Offer')->n4, (n8, 'O_Created')->n1, (n8, 'O_Created')->n2, n1->(n5, 'O_Returned'), n2->(n6, 'O_Sent (mail and online)'), n3->(n9, 'O_Accepted'), n4->(n8, 'O_Created') ], [], [])","[['O_Create Offer', 'O_Created', 'O_Sent (mail and online)', 'O_Returned', 'O_Accepted'], ['O_Create Offer', 'O_Created', 'O_Sent (mail and online)', 'O_Accepted', 'O_Returned'], ['O_Create Offer', 'O_Created', 'O_Returned', 'O_Sent (mail and online)', 'O_Accepted']]"
35,BPI Challenge 2017 - Offer log.b6547397-91cf-4681-ad5a-7b52d73dd3c6.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'O_Sent (mail and online)'), (n5, 'O_Create Offer'), (n6, 'O_Created'), (n7, 'O_Cancelled') ]
arcs: [ (n4, 'O_Sent (mail and online)')->n2, (n5, 'O_Create Offer')->n3, (n6, 'O_Created')->n1, n1->(n4, 'O_Sent (mail and online)'), n2->(n7, 'O_Cancelled'), n3->(n4, 'O_Sent (mail and online)') ], [], [])","[['O_Created', 'O_Create Offer', 'O_Sent (mail and online)', 'O_Cancelled'], ['O_Create Offer', 'O_Created', 'O_Sent (mail and online)', 'O_Cancelled']]"
